advertiser,campaign,device_type,frequency_buckets,users_in_bucket,impressions,total_cost,conversions,purchases,total_purchases,product_sales,total_product_sales,roas_totalproductsales,roas_productsales,conversion_rate_total_purchases,conversion_rate_purchases,conversion_rate_impressions_total_purchases,conversion_rate_impressions_purchases,clicks,time_window_start,time_window_end
,,,Freq 16 to 20,13,225,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,TV,Freq 16 to 20,4,77,0.30204,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,75,162,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,PC,Freq 35+,10,458,1.59316,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,Phone,Freq 11 to 15,7781,97140,698.9476,82,16,82,115.52,840.57,1.2,0.17,1.05%,0.21%,0.08%,0.02%,103,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR_AV_DO NOT BILL,TV,Freq 01 to 05,766,794,1.84533,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,TV,Freq 01 to 05,79,163,0.74179,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,Tablet,Freq 26 to 30,47,1317,2.95708,,,,,,,,,,,,4,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,Tablet,Freq 11 to 15,410,5291,15.98649,3,0,3,0,12.88,0.81,0,0.73%,0.00%,0.06%,0.00%,29,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,Tablet,Freq 31 to 35,30,989,2.3636,,,,,,,,,,,,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,49,1117,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,Phone,Freq 16 to 20,7148,126465,796.16823,52,29,52,198.56,415.11,0.52,0.25,0.73%,0.41%,0.04%,0.02%,122,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Unknown,Freq 11 to 15,2,23,0.05669,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,Tablet,Freq 26 to 30,41,1149,2.95172,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,351,17168,,1,0,1,0,1.62,,,0.002849003,0,5.82E-05,0,9,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,PC,Freq 26 to 30,954,26633,119.13619,7,3,7,26.13,79.12,0.66,0.22,0.73%,0.31%,0.03%,0.01%,5,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,TV,Freq 01 to 05,376,667,2.11067,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,Tablet,Freq 26 to 30,161,4514,18.32099,2,2,2,49.93,49.93,2.73,2.73,1.24%,1.24%,0.04%,0.04%,5,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,37,1031,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,PC,Freq 01 to 05,181599,354095,3999.71362,1013,479,1013,7775.96,14101.39,3.53,1.94,0.56%,0.26%,0.29%,0.14%,65,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 01 to 05,719930,737118,5443.12012,875,142,875,1716.16,9242.64,1.7,0.32,0.12%,0.02%,0.12%,0.02%,757,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTV_Pen,TV,Freq 06 to 10,4064,29022,819.97153,6,1,6,24.99,57.13,0.07,0.03,0.15%,0.02%,0.02%,0.00%,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,Phone,Freq 26 to 30,192,5295,16.59998,,,,,,,,,,,,20,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,0,15,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,PC,Freq 16 to 20,92,1615,5.01011,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,49,81,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,1281,1555,,1,0,1,0,15,,,7.81E-04,0,6.43E-04,0,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,PC,Freq 11 to 15,7842,99252,773.34543,71,36,71,488.08,1121.9,1.45,0.63,0.91%,0.46%,0.07%,0.04%,28,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,[CLONED] Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTablet_Pen,Tablet,Freq 35+,3,179,1.71124,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,Phone,Freq 21 to 25,292,6601,19.46139,2,1,2,13.99,38.98,2,0.72,0.68%,0.34%,0.03%,0.02%,10,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,1,26,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,Tablet,Freq 01 to 05,1888,2120,14.60817,7,1,7,12.96,54.76,3.75,0.89,0.37%,0.05%,0.33%,0.05%,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,19,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,Phone,Freq 21 to 25,620,14191,37.12601,3,3,3,11.76,11.76,0.32,0.32,0.48%,0.48%,0.02%,0.02%,17,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,15,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,Phone,Freq 16 to 20,1221,21599,126.88207,10,5,10,88.17,139.5,1.1,0.69,0.82%,0.41%,0.05%,0.02%,31,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,Phone,Freq 31 to 35,444,14607,55.25739,4,2,4,77.28,93.29,1.69,1.4,0.90%,0.45%,0.03%,0.01%,16,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,PC,Freq 31 to 35,94,3056,4.55457,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,PC,Freq 16 to 20,8281,147297,705.08838,108,59,108,912.3,1451.64,2.06,1.29,1.30%,0.71%,0.07%,0.04%,36,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,241,13481,,1,1,1,16.88,16.88,,,0.004149378,0.004149378,7.42E-05,7.42E-05,4,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 35+,57,2500,19.22591,,,,,,,,,,,,5,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,1316,30040,,1,1,1,12.49,12.49,,,7.60E-04,7.60E-04,3.33E-05,3.33E-05,94,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,1,38,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 06 to 10,957,6592,23.77538,9,3,9,27.77,92.4,3.89,1.17,0.94%,0.31%,0.14%,0.05%,6,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,Tablet,Freq 35+,172,10748,30.83282,,,,,,,,,,,,25,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR_AV_DO NOT BILL,Tablet,Freq 01 to 05,1208,1229,7.02234,,,,,,,,,,,,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,176,3097,,2,0,2,0,26.12,,,0.011363636,0,6.46E-04,0,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,PC,Freq 16 to 20,2023,36002,138.71415,20,12,20,169.02,248.94,1.79,1.22,0.99%,0.59%,0.06%,0.03%,7,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_SnSS_Conversion_SnSS,Tablet,Freq 16 to 20,85,1504,7.33532,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Phone,Freq 01 to 05,1573802,2103137,15650.72462,5267,1022,5267,14437.72,83132.54,5.31,0.92,0.33%,0.06%,0.25%,0.05%,2670,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,PC,Freq 01 to 05,74015,143218,895.50807,316,119,316,1578.98,3859.39,4.31,1.76,0.43%,0.16%,0.22%,0.08%,27,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 06 to 10,11,85,0.51877,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,33,232,,1,0,1,0,10.02,,,0.03030303,0,0.004310345,0,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,PC,Freq 21 to 25,5593,127953,586.92651,46,28,46,303.5,527.09,0.9,0.52,0.82%,0.50%,0.04%,0.02%,38,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_SnSS_Conversion_SnSS,Phone,Freq 01 to 05,80343,123355,640.57625,151,66,151,776.32,1524.9,2.38,1.21,0.19%,0.08%,0.12%,0.05%,86,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,Phone,Freq 01 to 05,113017,153787,937.72265,810,600,810,4621.15,7335.11,7.82,4.93,0.72%,0.53%,0.53%,0.39%,244,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,1023,33541,,1,1,1,7.92,7.92,,,9.78E-04,9.78E-04,2.98E-05,2.98E-05,115,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,PC,Freq 26 to 30,9,245,1.82261,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-029_2021_Demobrand_1_Hum CRM Test_Conversion_ROAS,Phone,Freq 11 to 15,12,150,0.32017,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,Phone,Freq 11 to 15,1171,14786,44.80936,3,2,3,17.82,19.78,0.44,0.4,0.26%,0.17%,0.02%,0.01%,23,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,PC,Freq 31 to 35,7,221,1.34787,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,Phone,Freq 35+,3523,226420,850.05092,21,8,21,47.66,188.65,0.22,0.06,0.60%,0.23%,0.01%,0.00%,227,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,4,93,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,Tablet,Freq 06 to 10,6268,47307,114.09348,3,1,3,14.48,26.29,0.23,0.13,0.05%,0.02%,0.01%,0.00%,133,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,Phone,Freq 06 to 10,4288,31573,144.32412,7,2,7,28.41,109.5,0.76,0.2,0.16%,0.05%,0.02%,0.01%,66,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,620,4630,,1,1,1,8.99,8.99,,,0.001612903,0.001612903,2.16E-04,2.16E-04,13,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 16 to 20,1303,22851,178.77947,10,4,10,58.52,114.66,0.64,0.33,0.77%,0.31%,0.04%,0.02%,57,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Phone,Freq 06 to 10,11762,88614,415.61251,34,19,34,241.5,425.24,1.02,0.58,0.29%,0.16%,0.04%,0.02%,115,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,Tablet,Freq 01 to 05,5268,11398,53.51114,9,4,9,63.83,125.55,2.35,1.19,0.17%,0.08%,0.08%,0.04%,13,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-029_2021_Demobrand_1_Hum CRM Test_Conversion_ROAS,PC,Freq 11 to 15,5,64,0.29034,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,828,6331,,1,0,1,0,4.49,,,0.001207729,0,1.58E-04,0,18,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,TV,Freq 06 to 10,2,14,0.06138,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,PC,Freq 06 to 10,1258,8993,62.8259,14,3,14,43.26,137.47,2.19,0.69,1.11%,0.24%,0.16%,0.03%,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,TV,Freq 01 to 05,24,38,0.05585,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,PC,Freq 01 to 05,40872,77196,345.50164,399,275,399,2920.39,4936.63,14.29,8.45,0.98%,0.67%,0.52%,0.36%,31,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,3,34,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,1,30,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 01 to 05,1963014,2175316,9226.26877,4446,1469,4446,10483.5,42653.79,4.62,1.14,0.23%,0.07%,0.20%,0.07%,2152,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,Unknown,Freq 06 to 10,3,22,0.10551,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,Phone,Freq 11 to 15,836,10496,50.99099,13,8,13,108.03,167.36,3.28,2.12,1.56%,0.96%,0.12%,0.08%,46,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 01 to 05,917151,1455617,11457.45191,2377,1258,2377,19053.31,38428.98,3.35,1.66,0.26%,0.14%,0.16%,0.09%,1774,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,5626,99740,,1,0,1,0,5.94,,,1.78E-04,0,1.00E-05,0,277,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,Phone,Freq 06 to 10,18974,136392,1208.01945,163,82,163,1297.88,2303.71,1.91,1.07,0.86%,0.43%,0.12%,0.06%,164,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,Phone,Freq 26 to 30,61,1692,6.62085,,,,,,,,,,,,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,28,193,,1,0,1,0,13.92,,,0.035714286,0,0.005181347,0,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Consideration_DPVR,Tablet,Freq 21 to 25,70,1588,2.98263,,,,,,,,,,,,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,11,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,Phone,Freq 11 to 15,2211,28129,89.8412,23,14,23,172,302.99,3.37,1.91,1.04%,0.63%,0.08%,0.05%,28,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,106,3478,,4,2,4,8.52,35.39,,,0.037735849,0.018867925,0.001150086,5.75E-04,6,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,51,1430,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,PC,Freq 35+,14,682,3.69338,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,Tablet,Freq 16 to 20,277,4923,13.36728,,,,,,,,,,,,11,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,Unknown,Freq 35+,4,215,0.63299,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,Phone,Freq 16 to 20,3850,68315,417.86481,51,40,51,510.74,644.68,1.54,1.22,1.32%,1.04%,0.07%,0.06%,87,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,Tablet,Freq 11 to 15,122,1538,4.7918,,,,,,,,,,,,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,250,3092,,2,0,2,0,49.97,,,0.008,0,6.47E-04,0,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,Tablet,Freq 21 to 25,163,3722,10.35687,,,,,,,,,,,,14,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,562,15656,,1,1,1,8.52,8.52,,,0.001779359,0.001779359,6.39E-05,6.39E-05,74,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,783,25767,,1,0,1,0,15,,,0.001277139,0,3.88E-05,0,87,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
